Q,KF,P,F,Lvf,Lvm,Lcc,Lcd,Lp,Lch,Lms,Lmv,Lmf,Lmb,Lv,Lc,Ls,Lm,Lu,Lu,mica,opaques,FeOx,turbids,zr,tm,rt,TiOx,sph,ap,mon,oth,ep,othLgM,gt,ctd,st,and,ky,sil,amp,px,cpx,opx,ol,spinel,othHM
2.65,2.59,2.67,2.61,2.5,2.75,2.71,2.85,2.4,2.65,2.7,2.65,2.75,3,2.6,2.75,2.65,2.75,2.85,2.89,2.4,5,5,3,4.65,3.15,4.25,4,3.5,3.2,5.15,3.5,3.45,3.3,4,3.6,3.75,3.15,3.6,3,3.2,3.3,3.3,3.35,3.35,4.5,3.2
