Comment,Mn,Zr,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Pb,Th,U,P,La,Ce,Pr,Nd,Sr,Y,Lu
SEVvf_29,690,0.65,281.6,18.85,244.9,31.5,182.7,35.2,91.9,11.89,72.1,13.15,52.5,33.84,48100,569,1907,274.1,1329,524,993,11.09
SEVvf_30,1180,6.62,235.5,39.34,199,26.43,156.8,29.59,79,10.27,62.9,7.84,65.9,20.13,40500,978,2470,303.6,1303,466.2,792,9.2
SEVvf_31,398,2.36,174.9,35.13,113.5,9,31.7,3.42,5.58,0.466,1.87,6.055,58,2.93,39980,46.4,321,86.6,651,1927,105.2,0.211
SEVvf_32,362,0.71,89.8,26.2,89.7,10.8,70.7,14.9,40,5.86,37.5,18.93,42.1,19.9,43300,378,970,115.2,547,415,436,7.5
SEVvf_33,328.4,0.46,88.5,18.56,87.6,10.99,66.5,13.58,38.4,5.23,32.7,14.04,41.9,28.18,47120,278.4,718,93.5,445.2,402.3,373.6,5.69
SEVvf_34,289,1.23,236.3,42.4,252.9,35.4,223.7,44.9,127.2,16.81,102,6.68,28.69,12.44,44800,180.5,737,139.5,835,263.8,1223,14.59
SEVvf_35,469,0.658,218,28.57,196.8,26.49,157.3,31.12,89,12.37,81.1,15.49,52.5,63,46800,648,1898,249,1121,271,928,12.64
SEVvf_36,401.6,0.132,126.2,28.08,141.5,17.79,99.8,19.1,51.6,6.84,46.2,13.85,5.4,2.911,49200,93.2,371,72.2,424,800,521,7.8
SEVvf_37,792,1.36,455,37.1,404,52.9,308,61.1,161.4,21.4,130.2,27.63,86.3,145.3,45300,1140,3330,468,2301,272,1595,20.18
TAPf_1,1026,1.01,327,22.43,254.6,29.59,170,31.8,81.2,10.33,62.4,11.53,33.4,12.71,226700,2193,4210,447,1895,87.9,875,9.07
TAPf_2,872,0.858,267.2,27.32,216.1,25.4,138.1,25.51,63,8.06,46.3,11.04,17.88,5.59,224100,1193,2950,360,1566,140,681,6.02
TAPf_3,881,0.94,216.9,22.35,169.8,19.54,107.9,20.15,49.4,6.13,33.9,13.17,19.83,5.1,224400,1399,2934,319.4,1342,197.4,518,4.97
TAPf_4,773,0.58,170.6,15.5,138.2,16.63,95,17.73,46.3,5.89,35.4,15.49,26.7,17.7,208500,1515,2611,261,1055,147.9,489,5.11
TAPf_5,358,0.505,236.1,20.12,188.7,22.6,127.8,24.16,64.5,8.51,52.1,2.9648919,19.28,14.07,221300,1734,3403,357.3,1422,295.5,684,7.76
TAPf_6,457,0.275,233,40.3,161.5,16.99,83.9,14.15,33.1,3.63,21.11,29.77,99.6,20.8,219200,738,2296,306.6,1419,655,411,3.012
TAPf_7,1590,1.04,255,31.8,190,22.1,122.8,21.18,55.4,6.95,38.1,13.04,18.6,5.78,226000,1458,3350,386,1627,324.2,593,5.15
TAPvf_1,917,7.63,340.9,49.5,318.6,42.34,246.7,47.9,119,14.39,76.3,8.046,10.95,1.311,63300,930,2401,320.4,1557,506.7,1255,9.92
TAPvf_2,915,1.26,204.8,24.03,151.1,17.35,91.2,16.89,45.6,5.6,33.6,10.695,17.14,4.72,74300,1436,2989,330,1290,252,478,4.44
TAPvf_3,1006,1.033,172,22.87,123.7,14.56,77.2,14.78,39.3,5.08,31.2,17.04,19.76,6.28,70900,1291,2607,281.8,1083,454,413,4.7
TAPvf_4,1042,0.395,178.1,33.6,192.9,26.29,161.5,33.59,93,11.66,71.4,14.4,7.25,7.47,73800,441,1119,143.4,726,114.8,876,10.95
TAPvf_5,552,1,206,20.56,164.1,19.64,105.8,19.97,52.3,6.35,38.13,8.38,19.27,5.79,70500,1327,2884,315.2,1244,166.8,569,5.25
TAPvf_6,1162,1.51,302.6,23.17,245.6,31.71,179,33.56,86.4,10.93,64.9,24.32,22.07,15.08,60800,1453,3423,398,1654,87.5,953,8.32
TAPvf_7,794,0.574,181.4,16.08,148.5,17.34,95.4,18.11,47.1,5.72,34.17,13.12,17.8,8.6,63100,1227,2293,249.8,1035,121.4,503.2,5.07
TAPvf_8,698,0.208,155.1,32.88,182.4,27.47,172.8,35.9,96.7,12.37,69.8,20.81,2.41,21.5,58100,83.1,341.7,67.6,430,370.3,998,9.15
TAPvf_9,681,5.9,106.3,13.85,89,10.84,59.5,11.59,29.07,3.57,21.01,10.343,4.07,1.326,67300,370.9,1033,134.5,596,293.7,309.5,3.04
TAPvf_10,1087,0.85,257.5,21.6,196.1,22.78,120.4,22.64,56.9,6.72,38.5,9.247,18.67,5.19,70900,1547,3171,349.1,1474,170.4,609,5.63
TAPvf_11,674,1.38,135.9,11.9,105.8,11.9,64.8,12.67,34.7,4.29,28.73,12.82,36.1,13.33,61720,1684,2785,252.4,917,344,376.5,4.6
TAPvf_12,561,1.16,136.7,19.36,110.5,13.27,72.4,13.61,34.2,4.13,23.47,6.6,12.9,3.294,64500,373,1077,146.7,693,602,351.2,3.06
TAPvf_13,783,0.91,142.7,14.67,116,14.01,77.7,15.74,43.3,5.72,37.5,14.07,36.7,19.2,70900,1587,2598,243.1,898,154.8,450,5.79
TAPvf_14,712,0.363,315.6,28.95,242.6,29.9,160.6,31.66,86,11.2,73.1,25.83,26.5,20.6,70400,1532,3770,448,1782,186.5,921,10.83
TAPvf_15,671.6,0.71,126.1,17.18,102.5,12.44,68.8,13.66,37.53,4.95,30.21,14.72,27.13,13.42,59450,1106,1851,185.6,746,251.1,389.8,4.73
TAPvf_16,986,0.95,231.5,22.73,184.9,21.47,119.2,22.25,55.7,6.87,40.58,19.95,16.34,3.97,68410,1172,2696,314.2,1298,251,607,5.63
TAPvf_17,908,1.067,218,23,162.3,19.24,102.9,19.02,49.1,5.97,35.4,16.49,19.5,4.98,70600,1439,2910,321,1299,200.5,528,5.11
TAPvf_18,1140,1.27,301.1,29.9,233.1,27.92,154.7,28.21,72.6,8.89,53.1,17.61,18.26,4.59,74300,1315,3280,392,1681,324,813,6.85
TAPvf_19,1229,2.19,117.5,14.46,102,12.37,68.1,14.27,39.2,5.1,32.8,46.29,35.3,26.1,60500,1764,2124,179.4,683,121.7,420,5.2
TAPvf_20,1130,1.08,228.2,21.67,180.1,22.14,124.6,24,65.2,8.4,51,15.67,19.18,6.92,61930,1538,3101,331.3,1316,151.8,704,7.14
TAPvf_21,950,0.607,143.3,15.44,112.2,13.18,72.9,14.13,38.3,4.81,29.9,17.32,16.89,7.36,68600,1428,2370,230.8,883,168.5,382,4.67
TAPvf_22,1067,0.81,117,14.94,102.1,12.16,67.6,13.75,37.9,5.12,31.31,60.7,36.03,25.65,66700,1864,2389,203.3,735,121.8,397.7,5.32
TAPvf_23,1305,2.5,275.8,26.2,223,26.57,145.8,28.74,73.5,9.78,61,15.77,21.59,5.78,71600,1682,3747,415.8,1612,252,815,8.63
TAPvf_24,1204,0.75,243.2,20.2,187,22.53,116.4,22.09,56.9,7.12,41.1,8.51,15.8,5.25,70900,1412,3125,340,1404,140.8,602,5.39
TAPvf_25,1072,0.64,218.6,20.16,178.7,21.32,115.5,22.79,58.6,7.46,46.6,16.51,30.3,21.18,62680,1931,3518,350.4,1309,138.1,634,7.28
TAPvf_26,1082,0.682,189.8,16.27,156.5,19.04,107,20.59,53.64,6.61,40.5,18.95,22.37,10.53,64300,1685,2970,297.1,1155,109.5,578,5.95
