Comments,Al,Sr,Fe,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Pb,Th,U
GUC_tif_7950,7700,57.6,7620,1380,510,1136,1839,5100,641,2520,464,117.6,337,45.2,276.6,50.1,139.1,19.5,123.8,17.2,30,316,50.49,631,116.9
GUC_tif_7976,6510,46.83,5050,46.2,24.6,66,1.28,9.29,2.24,14.8,4.54,2,5.66,1.05,7.2,1.58,5.4,0.95,7.3,1.13,1.19,22,5.921,0.0121,0.0659
GUC_tif_7982,8030,80.4,5279,379,115.2,665,12.6,74.6,16.2,111,42.7,15,49.4,8.56,68.2,14.82,46.3,7.12,48.2,6.98,9.54,136,25.53,4.5,10.2
GUC_tif_8049,8910,34.88,5720,856,89.9,1187,5.86,33.6,8.29,62.4,37.3,14.5,62.3,15,129.5,31,103.4,17.47,119.8,17.1,6.92,26.8,8.743,2.41,8.93
GUC_tif_8099,10250,35.9,5130,1136,145.8,980,4.73,32,8.3,69,40.3,12.8,69.1,18.2,159,40.2,138.4,24.5,176.7,22.5,10.93,52.4,11.61,0.49,9.5
GUC_tif_8112,6900,54.4,4770,2780,187,1420,202,1190,258,1450,541,137,585,91,579,108,282,35.6,220,27.6,13.4,171,8.87,49.2,39.1
GUC_tif_7414,9950,11.66,5820,238.5,67.1,314,1.75,9.96,2.19,14,7.52,2.02,12.4,2.88,27.3,7.78,30.8,6.01,48.5,7.02,4.27,9.6,6.39,2.206,6.5
GUC_tif_8127,12360,39.5,2850,1040,81.7,814,2.36,29.5,11.13,92.6,74.4,23.3,122.5,26.5,204.2,40.6,113,15.66,93.3,10.87,4.27,7,1.674,0.111,0.596
GUC_tif_8137,7540,41.2,6930,534,221.9,201.9,18.25,110,25.3,170.4,69,22.4,79,13.54,92,20.16,58.3,8.51,63.7,10.65,12.94,150.7,21.27,3.12,52.5
GUC_tif_8323,13860,86.8,5560,138.5,68,1119,1.55,6.62,1.59,11.4,6,1.6,10.2,2.42,22.3,4.91,17.9,3.53,28.4,3.87,6.52,219,17.98,1.78,3
GUC_tif_8330,7620,14.77,5230,4.68,58.3,204,0.074,0.399,0.079,0.46,0.27,0.124,0.3,0.078,0.46,0.115,0.45,0.096,0.9,0.235,3.59,0.52,2.264,0.0579,0.191
GUC_tif_8338,4400,13.42,2844,777,224.7,158.6,221.3,656,88.3,411,112.9,38.1,131.7,21.52,143.5,29.3,82.7,11.91,73.8,10.97,13.92,27.5,2.085,16.01,5.38
GUC_tif_8484,6190,45.7,3640,907,182.5,966,186.3,988,190.3,1065,283,89.7,258.7,33.78,197.6,35.5,90.2,11.88,75.8,10.41,11.71,5.7,6.054,12.12,42.3
GUC_tif_8521,20700,63.4,32600,298,89,221,56.5,222,38.1,197,52.2,22.1,53.2,8.09,52.3,10.17,30.9,4.99,39.3,5.87,4.45,451,14.47,3.75,22
GUC_tif_8536,6810,33.6,2431,486,118,767,3.81,24.3,6.78,49.3,27.4,8.6,38.1,8.66,72,16.3,55.7,9.82,79.4,10.69,9.63,13.5,5.216,1.08,11.7
GUC_tif_8559,6270,73.13,6290,619,188.2,436.4,415,1134,139.1,610,127,43.7,117.2,17.7,119.6,23.27,66.4,9.01,61.6,8.42,11.46,90.4,27.38,51.5,14.29
GUC_tif_8574,11740,59.5,10200,1082,342.5,309,685,2093,284.1,1277,268,79.9,234,32.8,207.8,39.2,113.2,17.42,115.8,16.1,20.99,211,19.89,94.8,67.2
GUC_tif_7517,10830,20.9,9630,190.9,65.6,421,0.344,1.78,0.44,3.08,2.84,1.04,8.96,2.58,24.7,7.17,29.4,5.59,47.1,7.79,4.84,180,8.84,0.0431,0.107
GUC_tif_8580,6660,47.6,6680,917,355,729,1237,3080,359,1418,259,81.8,202.4,27.9,175.9,34,95.8,13.4,85.6,11.58,23.48,689,53.34,414,94.7
GUC_tif_8586,5860,14.26,13000,716,390,72.6,14.49,95.7,24.8,169.5,80.7,32.2,121.1,19.61,137.3,26.68,73.9,9.89,61.7,8.2,11.1,17.8,3.217,0.679,2.206
GUC_tif_8642,9480,148.1,4760,106.9,57.9,100.1,2.73,10.74,2.25,14.29,6.74,3.11,9.03,1.86,14.24,3.35,11.98,1.99,17.1,2.66,2.384,164,11.26,0.0383,0.809
GUC_tif_8643,47200,122.7,70600,513,167,730,377,900,109,435,93,34.4,88.4,13.5,88.5,18.4,53.8,7.83,53.1,7.91,10.72,734,35.29,34,84
GUC_tif_8804,8870,39.3,5370,747,112,591,9.93,63.3,16.32,108.9,57.5,25.5,79.1,15.95,124.4,27.8,82.6,12.3,83,11.21,7.3,5.2,5.917,1.279,17.25
GUC_tif_8805,9280,35.4,1703,514,76.6,450,9.5,55,14.23,102.6,55.9,15.76,98.9,16.79,108.8,20.71,52.7,6.61,39.4,4.51,3.92,65.8,10.68,0.168,2.294
GUC_tif_8813,6390,58.3,3630,222,83.5,129.4,48.1,228.2,47.8,234.2,53.6,55.1,44.6,6.12,40.4,7.57,22.2,3.51,23.5,3.56,5.12,8.24,8.88,9.67,25.2
GUC_tif_8913,100900,168,10760,586,136,842,23.2,68.7,10.73,70.2,35.6,17.6,70.2,13.09,95.3,21.08,63.9,9.88,68.2,9.24,6.8,3310,42.2,18.9,65.7
GUC_tif_8948,22900,178,15200,1172,169.9,812,80.5,424,92.4,566,212.4,107,238.4,37.2,240.4,44.1,118.6,15.78,104.4,14.48,11.61,192,39.52,28.21,200.3
GUC_tif_8981,11090,19.11,2939,1020,65.6,1950,34,189,40,243,94,28.6,117,21,158,35.2,115,20,159,26.2,4.23,42.8,10.37,28.4,39.5
GUC_tif_7566,7150,42.7,3595,237.2,64.3,750,0.63,4.35,1.51,11.95,7.76,3.21,13.56,3.24,31.1,8.57,34.9,7.07,56.5,8.01,4.1,20,5.93,0.0202,0.55
GUC_tif_7331,6210,49.3,3970,483,166.8,529,309,1002,128.5,567,118.1,47.7,106.1,15.36,95.2,17.89,49.4,7.22,51.3,7.68,7.72,28.5,6.081,18.5,7.87
GUC_tif_7431,9550,87.1,6180,367,102.3,1095,10.2,59.2,13.8,99,39.5,15.1,48.1,9.13,65.9,14.3,46.1,7.85,54.1,7.1,8.93,186,10.86,2.53,8
GUC_tif_7471,6240,41.5,5760,1150,297.3,1141,1115,3251,410,1677,315,98.8,247.2,35.2,221.8,43,123.3,19.05,131.1,18.2,12.14,110,56.63,531,187.1
GUC_tif_7483,7910,38,6020,810,96,1777,43.9,218,50.9,315,140,47.8,148.4,23.6,163,30.1,84.3,12.31,79.6,10.93,10.17,67,16.59,16,267
GUC_tif_7530,10180,57.5,10530,955,397,1499,1396,4090,486,1856,308,80.9,228,29.22,184.8,34.2,102.4,15.26,117.1,16.14,30.1,860,82.3,581,314.7
GUC_tif_7576,10820,79.1,11200,65.2,29.4,399,7.4,26.3,5.43,26.2,6.9,3.34,5.12,1.04,9.1,2.24,9.5,1.75,16.9,2.27,2.04,133,17.6,1.37,4.15
GUC_tif_7639,12100,54.4,13600,3780,208,2330,165,970,212,1332,532,177,634,115,684,129,361,47.8,306,37.7,15.8,5.19,5.229,8.38,13.5
GUC_tif_7668,8020,22.6,3580,2139,107.9,1774,7.48,46.9,11.44,84.3,55.6,20.22,125.5,30.93,296,72.3,238.7,37.9,246,29.9,9.62,89,7.83,0.74,24.9
GUC_tif_7685,20450,17.7,2750,187.7,238,561,118.7,244,26.1,92.2,16.6,15.6,15.2,2.51,19.6,5.19,21.3,4.77,43.5,7.24,16.3,93,4.25,24.5,21.23
GUC_tif_7711,6180,37.8,3850,1210,129.4,381,4.77,41,14.36,144,110.9,49.4,203,36.7,243,48.1,123.5,16.78,101.4,13.14,12.45,46,6.827,0.372,17.9
GUC_tif_7614,12000,51.3,8470,494,160.9,335,39,262,62.7,369,123,44.8,116,16.6,93,17,44.3,6.23,50.9,8,11.9,113.5,19.76,31.3,171.8
GUC_tif_7761,13640,35.9,32300,1303,115.7,873,141.5,593,108.2,549,157.6,119.8,173.5,31.2,240,51,156.9,24.1,167.3,22.58,10.08,1880,34.46,0.397,1.665
GUC_tif_7774,7740,38.55,10780,1365,559,1082,2001,6410,822,2883,432.5,82.2,300.5,41.08,248.5,47.73,134,20.76,148.5,21.71,38.96,38.9,53.76,863,159.8
GUC_tif_8302,6940,17.25,7460,2241,255.4,1328,749,3038,495,2282,518,128.5,438,65,438,83.2,241.5,34.8,236.5,31,15.56,65,10.3,45.4,40
GUC_tif_8589,30000,405,14200,1805,158.4,640,31.7,239.9,74.1,576,264.5,91.2,318.2,52,345,68.4,189.3,27.18,166.9,22.67,13.96,158,57.31,1.201,15.25
GUC_tif_8665,5330,47,3480,1509,226,550,532,1970,307,1505,368,99.7,343,51.6,324,59.4,155.6,21.2,150.3,18.22,25.3,22.1,26.12,109,341
GUC_tif_8841,6970,50.5,5400,535,128.5,296,69.7,323,64.9,415,129,46.7,119.1,16.8,103.4,20.4,57.7,8.5,58.4,8.56,9.3,11.3,6.394,10.5,48.6
GUC_tif_8897,8190,51.8,4062,1068,222.7,3265,2.32,13.54,3.6,29.7,23.8,11.29,51.2,14.35,144.4,38.9,138.2,25.34,186.1,26.7,20.61,28.9,10.228,0.194,6.27
GUC_tif_7624,6670,56.58,7820,989,296.9,826,1519,3744,447.4,1912,373,65.8,268.1,35.21,206,37.51,98.9,13.41,85.2,11.14,22.14,104.5,46.28,774,205.5
GUC_tif_7631,17800,40,20600,674,119.2,438,19.8,119.3,29,204.5,88.3,28.3,108.6,17.73,126.6,26.1,77.1,11.21,75.4,11.26,8.33,44.6,18.21,8.82,61.6
GUC_tif_7650,6510,66.1,7130,1111,452,1697,1906,5175,583,1988,312.5,84.1,234.1,31.08,195.7,37.7,111.3,17.27,130,19.95,36.52,69,65.97,934,182.5
GUC_tif_7675,7230,60.3,3760,478,99.3,316,1.51,12.7,4.24,36.2,31.1,11.7,52.6,11.8,89.6,19,56.9,8.42,53.4,7.24,8.39,27.4,4.916,0.089,2.421
GUC_tivf_10250,53300,75.7,131000,1673,136.2,1059,33.1,225,55.1,387,209,69.6,248,47.2,334,67.8,187.8,27.1,178.9,23.3,12.19,286,36.54,11.56,83.3
GUC_tivf_10448,30000,100.1,80000,649,170.5,448,155,849,153.3,806,184,61.1,142.1,18.5,114.3,22.4,61.8,10.03,71.3,10.86,10.9,1000,45.7,45,37.7
GUC_tivf_10487,8420,88.7,5690,1807,201,846,420,2080,366,2050,578,155.2,428,64.7,371,65.2,177.2,25.5,167.4,21.4,11.47,63,16.31,19.7,33.8
GUC_tivf_10504,8010,72.2,6820,1284,189.3,739,315.3,1413,241,1304,344.8,108.3,292.6,40.9,243.2,45.5,126.4,17.53,114.5,15.11,11.64,269,32.9,11.07,16.77
GUC_tivf_10523,7330,51.15,5277,1045,135.1,635,31.8,168.1,38.9,267,123,41,138.9,24.38,178.2,37,117.3,17.89,118.3,14.96,10.07,40.8,7.961,5.83,75.9
GUC_tivf_10583,5640,14.49,11100,643,3900,91.7,62.8,203,33.2,189,64.2,22.2,81.5,15.1,104,23,71.3,10.87,79.7,11.9,79,56,3.05,4.32,1.9
GUC_tivf_10655,6940,52.4,4410,360,95,1368,12.4,110.2,30.2,208,85.4,21.3,86.3,14.8,89.6,16,38.5,4.87,27.4,3.24,11.82,218,15.53,12.8,13.7
GUC_tivf_10818,7270,34,2210,314,60.7,95.9,9.2,55.3,13.2,84.4,32.7,11.6,42,7.01,50.5,11.5,35.2,6.15,40.7,5.74,4.23,163,8.08,1.089,6.83
GUC_tivf_10831,12100,74.2,14000,556,1040,200.1,9.58,60.7,15.7,118,64.6,26.6,92,16.15,114.8,22.57,63.5,9.28,59.6,8.55,28,136,6.99,0.794,7.27
GUC_tivf_10902,9150,38.3,5170,430,79.6,570,17.2,109,24.9,173,73,23.6,77,12.6,87,16.8,51,8,52.2,7.52,6.91,79,16.29,2.05,21.3
GUC_tivf_10928,62000,900,38100,303,45.3,210,24.3,68,13.1,67,27,9.1,31.1,6.38,51,11.1,37.8,6.32,46.3,5.74,3.57,1013,92.1,0.382,0.631
GUC_tivf_10263,8190,35.26,3490,435,72.5,926,4.43,27.4,5.99,38.9,21.2,9,28.7,6.47,57.6,13.7,50.1,9.46,76.5,11.3,5.92,109.7,9.545,1.36,17.9
GUC_tivf_10932,9680,75,6680,1310,108,950,107,658,143,870,326,92,291,41,250,44.8,121,17.4,110,14.1,8.1,478,15.22,9.8,20.9
GUC_tivf_10963,9940,58.6,2970,937,328,948,406,1214,165.2,745,195.9,77.1,187.4,29.2,179.3,33.9,92,12.66,73.8,9.18,15.48,49.4,8.329,53.7,25.96
GUC_tivf_11044,72400,631,73500,1786,322,1107,3430,8940,1020,4010,685,155.8,482,63.2,380,68.1,187.7,25.1,163.5,20.19,22.39,328,83.55,1118,159.7
GUC_tivf_11129,16200,110,17200,1711,381,1303,1347,5100,705,2940,546,75.5,359,49.5,307,58.9,183.8,28.5,198.7,25.61,29.38,188,52.8,519,86.6
GUC_tivf_11143,18900,53.7,19000,675,95.6,587,5.38,36.4,9.2,73.8,45.2,14.3,63.9,13.6,108,25.4,83.1,12.9,89.9,11.54,7.45,120,25.54,0.613,20.1
GUC_tivf_11172,12280,86.9,5573,299,87.6,571,44.9,213,43.7,258.5,69.7,22.7,55.7,8.04,54.4,11.2,36.2,5.62,35.2,5.57,5.51,51.4,7.671,5.29,23.95
GUC_tivf_11204,18900,101.3,11740,413.9,421.5,794,1281,2915,274.1,990,152,55.6,102.3,13.23,78,14.15,41.5,6.65,48.6,6.91,28.06,124,51.05,895,163.1
GUC_tivf_11218,8460,57.6,2210,506,114.1,205.4,167.7,448,66.4,334,99.8,33.3,105.9,17.11,109.9,20.55,53.7,7.44,49.6,6.7,6.84,23.5,6.9,22.28,6.35
GUC_tivf_11220,6580,13.89,2210,870,285,75.6,68,292,54.1,310,108.9,42,143,24.11,170.7,34.2,96,13.54,86.5,11.93,14.4,36.9,1.472,3.89,2.067
GUC_tivf_11221,10180,31.7,4420,476,151.4,1266,4.01,21.6,4.25,23.4,11.9,7.7,21.2,6.07,59.9,17.5,69.4,14.12,114.5,16.62,10.3,33.2,7.53,0.666,9
GUC_tivf_10278,21970,83.1,24600,456,105.8,588,9.3,59.2,14.2,99,46.4,16,55.8,10.41,75,16.47,52.5,8.22,55.7,7.36,7.06,476,14.76,3.24,11.79
GUC_tivf_11240,9900,83,7060,1393,179.1,460,122.6,612,122.2,742,249,101,229,35.7,240,46.6,142.4,21.5,146,20.6,11,197,14.15,24,148.2
GUC_tivf_11291,13800,129.2,12000,278,92.9,180,0.73,5.44,1.63,13,9.2,2.76,17.6,4.16,39.1,10.05,38.1,6.91,52.9,8.27,7.24,197,15.49,0.311,1.48
GUC_tivf_11302,58200,377,31400,931,196.3,518,247,925,147.4,734,200.2,51.9,184.5,30.38,190.2,34.8,89.3,12.51,75.2,9.97,10.76,392,30.9,22.2,28.9
GUC_tivf_11341,14930,36.45,14800,595,97.3,872,6.7,39.1,9.19,57.2,30.4,14,37.8,8.97,77.4,19.2,73.8,14.61,121,17.31,7.79,372,10.03,2.31,15.5
GUC_tivf_11347,66500,2480,39600,653,54.2,324,3.24,26.1,8.6,84,51.7,15.8,80,15.6,117,26.3,77.3,11.1,74.8,11.4,4.07,611,98.2,0.162,0.86
GUC_tivf_11508,10630,72.8,7540,741,213.7,504,377,1491,206.1,918,190.8,69.5,141,19.7,123.1,24.5,71.2,11.97,85.2,12.92,10.21,31.1,8.07,69.4,4.01
GUC_tivf_11594,6300,56.4,4910,614,270,456,34.3,229,49.5,302,95,24.4,90.5,15.2,105,21.8,66.5,10.94,77,11,19,45.6,11.07,22.7,36.1
GUC_tivf_11658,17200,95,6700,597,52.2,59.7,47.7,187,31.9,192,65.2,20.9,75.2,13.9,101,22,68.5,10.35,72.3,10.3,4.33,70,19.9,5.82,1.5
GUC_tivf_11667,8890,77.8,19200,225,191,266,13.2,65.5,12.3,87,32.1,15.2,42.3,6.28,44,8.25,23.1,3.17,22.8,3.11,8.39,134,7.96,1.183,3.66
GUC_tivf_11676,56000,143,95800,374,77,522,24.7,144,31.8,185,72,26.3,70,11.2,73,14.1,44.6,6.94,52.8,7.63,7.07,1430,39.8,16.4,38.6
GUC_tivf_10310,21700,16.4,36700,677,202.4,66.3,89.3,280,45.4,251.1,84.2,28,100.6,16.89,124.4,25.1,75.6,10.86,74.3,10.02,11.22,185,6.34,4.68,1.652
GUC_tivf_11795,14960,68.7,16800,1980,351.3,1446,915,4041,598,2683,555,129.4,400,55.8,340.6,66.7,201.2,31.1,214.5,27.5,21.95,439,115.3,382.6,182.5
GUC_tivf_11848,6400,58.8,3130,637,143.8,236,173.3,1081,205.7,1102,265,67.9,188.1,24.15,130.1,23.78,60.8,8.11,50.9,6.72,8.48,60,34.3,5.22,10.65
GUC_tivf_11864,8970,50.94,8060,524,142.3,281,126.8,499,76.2,361,93.3,36.7,74.1,11.65,72.8,15.51,55.1,9.84,87.6,16.8,8.43,105,19.33,46.2,214.1
GUC_tivf_11886,11950,60,12350,1193,114.6,680,34.3,226,52.9,363,161,47.7,175,29.9,212,43.5,129.2,18.7,125.7,17.6,10.26,65,10.49,26.2,98.5
GUC_tivf_11890,72000,53,99000,462,78,81.2,15.1,81,19.8,133,50,17.5,61,12,84,18.4,52.4,8,53,7.3,5.52,480,16,2.9,12.9
GUC_tivf_11948,6550,72.7,5520,1034,167,686,158,999,215,1286,357,89.8,253,33.8,197,35.9,110,16.3,106.1,14.4,10.79,26.4,7.94,18.1,65.5
GUC_tivf_12005,30540,73.7,47800,760,130,663,52.6,304,65.8,389,137.7,38.2,129.6,21.91,144.1,28.06,80.4,11.65,82.6,11.68,9.61,84,9.672,15.8,40.4
GUC_tivf_12043,10490,34.2,45300,683,112.6,469,44.3,292,71.4,476,160.6,48.5,151,22.84,141.6,26.37,73.4,10.54,63.3,9,6.03,152,14.31,0.559,3.36
GUC_tivf_12054,11300,65.6,9500,488,101.5,1058,183,640,83,409,87,27.4,78.1,11.9,80.1,17.4,55.2,8.92,64.3,8.9,7.48,94,21.91,15.3,18.5
GUC_tivf_12120,8530,71,6570,509,122.1,531,6.76,45.4,11.08,79.8,44.2,11.93,54.7,11.21,87.6,19.07,61.1,9.25,68.5,9.54,8.7,73,9.1,3.53,8.83
GUC_tivf_10314,22300,39.1,31300,215.6,99.5,100.3,64.8,199.7,27.6,118.5,29.4,16.23,33,5.43,36.7,7.53,25.6,3.67,25.9,3.55,5.48,282,54.4,11.1,23.2
GUC_tivf_10398,8570,31.59,4000,2820,174.3,830,55.6,343,79.3,549,313,88.5,384,75.6,567,105.9,305,43,272.2,34.5,12.73,11,7.96,12.93,98.4
GUC_tivf_10589,6180,52.38,3670,496,66.4,858,26,167,37.6,241,90.9,24.8,85,14.1,98.2,19.3,60.7,9.73,73.4,9.71,7.12,155,31.65,13.47,39.9
GUC_tivf_10591,16800,232,11850,1080,264,1045,1364,3540,387,1531,297,55.2,219,30.8,198,39.1,114.9,17.85,123.6,17.64,36.1,197,102.98,378,383
GUC_tivf_10693,8780,38.7,4300,835,94.2,2190,6.55,45.4,11.86,85.8,52.2,16,72.5,15.08,118.6,27.6,96.6,17.55,128.7,18.31,6.7,211,21.97,1.044,51.2
GUC_tivf_10726,8090,54.31,7330,500,206.6,330,529,1562,189.8,790,147.2,50.5,100.9,12.97,79.7,15.43,47,7.1,53.5,8.1,12.05,53,11.66,91,33.5
GUC_tivf_10802,9480,89.6,7290,402,100.6,502,17.7,107,29.1,186,74.6,17.8,67.6,11.21,70.1,15.13,47.5,7.39,48.9,6.17,7.02,52,7.504,2.19,8.23
GUC_tivf_10892,13700,107.3,4350,53.2,63.1,121,0.55,3.59,0.8,5.8,3.45,1.12,4.6,0.94,8.66,2.1,7.6,1.4,10.62,1.57,3.95,52.6,37,0.109,0.165
GUC_tivf_10972,16300,68.1,22800,957,151.7,882,114.7,783,173.2,1008,308,84.3,224,33.72,186.4,34.6,92.8,13.71,96,13.67,13.97,340,13.95,52.6,143.3
GUC_tivf_10993,9840,47.5,9400,1540,195.4,500,58.5,346,80.6,539,237,78.5,264,45.5,279,55.1,155,22.3,146,19.6,12,167,44.71,20.9,241
GUC_tivf_11011,19800,158,17750,2840,254,1110,175.8,1111,257,1649,603,215,609,87.3,550,106.9,304,42.2,287,39.8,14.71,724,35.74,10.95,176.4
GUC_tivf_10327,10990,82.3,9440,1566,348.5,1009,1471,3820,416,1591,283.7,94.4,227.3,35.82,242.2,53.1,165,25.07,169.3,23,23.41,57,26.06,398,91.2
GUC_tivf_11381,107000,65,159000,1466,412,889,695,2500,328,1419,319,83.8,262,42.8,264,45.9,134,18.46,116.5,14.74,19.7,159,11.65,112.8,76.8
GUC_tivf_11404,139300,103.3,236000,772,250.2,580,828,2431,307.4,1370,278.3,56.1,184.7,26.9,159.5,28.7,78.6,10.68,67.6,9.52,19.41,261,78.43,520,182.4
GUC_tivf_11966,85000,532,29800,2550,614,2350,653,4550,876,4270,925,109.8,622,85.6,490,91.3,253,35.9,247,30.4,55.8,181,118.8,179,147.9
GUC_tivf_12042,11700,49.14,11100,1470,154.9,611,9.64,77.7,21.7,178.5,121.5,42.4,184,36.2,263,55.8,161,22.7,142.9,19.2,11.33,134,8.67,0.838,97
GUC_tivf_10358,23800,46,25500,72.3,70.8,1089,54.5,167,20.7,85.3,13.5,25.3,10.3,1.46,9.8,2.28,7.45,1.23,9.8,1.74,3.12,220,16.98,6.3,6.2
GUC_tivf_10361,8330,60.9,8730,988,147.5,772,149,690,119,645,203,58.6,185,29.5,178,35.8,102,14.49,94.9,12.86,10.66,76,13.91,57.6,68.8
GUC_tivf_10392,12110,13.64,10110,4600,111.8,1065,31,216,60.6,458,302,106,471,94.5,734,165,517,78.6,559,81.2,9.04,103.1,12.79,12,189
JER_tif_12402,6050,16.49,6550,352,610,1020,194,573,85.4,385,87.2,16.4,77,10.69,69.9,12.76,34.7,4.74,34.2,5.56,45.6,66,12.99,72,39.3
JER_tif_13211,11240,10.84,6500,3186,2619,1284,2318,5010,745,3080,564,78.4,545,85.6,549,109.4,314.7,44.4,271.3,31.8,95.9,250,186.1,604,166.7
JER_tif_12319,15950,23.21,14430,3230,306.2,5580,1198,5440,1029,4790,1033,241,755,99.3,597,107.7,308.7,43.9,295,39.8,22.3,29.9,408.7,610,609
JER_tif_13473,15200,9,14100,1275,3257,300.7,1710,4180,451,1559,255.8,91.7,198,30.7,207.9,38.4,114.5,19.2,132.6,18.03,142.9,131,128.41,203.1,175.2
JER_tif_13474,11390,5.63,7540,872,1720,201,965,2568,291,1048,184.8,66.8,147.5,23.6,156,29.9,96.5,14.18,96.2,13.9,82.3,354,70.95,99.6,78.3
JER_tivf_12635,1090000,736,1571000,2675,800,120.2,370,1397,230,1156,349,85.5,416,73.5,500,106,296,43,285,41.3,53.4,370,87.5,2.71,1.87
JER_tivf_14132,13920,4.98,4070,613,261,1537,11.31,66.2,12.42,83,52.5,4.84,82.6,19.06,145.4,27.4,65,8.3,37.8,2.7,20.2,96.3,6.81,2.77,3.71
JER_tivf_12290,2080000,670,6310000,2190,3620,48,128,597,116,759,280,30.4,316,50.8,431,86,253,35.2,267,40.9,288,11100,583,7.8,1.59
JER_tivf_12808,9340,13.47,15400,589,144.2,259,293,813,110.7,461,98,64.4,83,14.7,105,22.6,67.7,9.8,57.3,8.6,5.43,116,22.57,3.45,10.86
JER_tivf_13819,36900,9.19,8700,80.7,21.5,823,8.21,26.4,3.7,20.7,5.62,49.6,5.78,1.15,8,1.84,5.92,0.98,8.1,1.26,2.23,313,8.81,3.83,7.48
JER_tivf_13967,7246,26.43,9070,3930,456.5,2157,1125,4808,813,4030,959,144.1,777,121.2,758,146,414,62,415,54.3,37.08,53,27.8,400.6,158.3
JER_tivf_14139,21110,8.6,7550,646,1730,1777,48.1,224,38.7,232,88.4,9.46,102.3,21.5,145.5,27,68.7,9.38,48.6,4.89,88.9,250,22.1,13.24,11.34
JER_tivf_12705,13290,27.69,8740,879,620,277.1,901,1977,222.7,920,207,57.7,183.5,27.52,169.7,32.5,83.8,11,64.5,8.58,22.45,93,25.11,21.73,12.06
JER_tivf_13028,96600,1159,65200,7590,886,3960,1837,9200,1624,8100,2140,205,1800,277,1601,299,775,100.1,609,73,62.1,504,122,315,89
JER_tivf_13029,28200,33.2,572000,8210,44000,4580,1900,10180,1779,9330,2520,242,2097,310,1830,333,868,108.7,649,71.4,1170,1540,139.3,361,103
JER_tivf_13817,10830,7.6,14090,17900,37.4,440,37.3,272.9,72.5,550,454,39.8,1204,307,2680,583,1784,246.2,1556,197,3.58,3.94,8.321,11.2,36.7
JER_tivf_13971,15840,10.39,4590,55.4,136.3,145.2,0.58,1.49,0.268,1.55,1.44,0.65,3.62,0.957,9.55,2.26,6.7,0.98,5.06,0.405,13.92,188,11.07,0.036,1.589
JER_tivf_13997,800000,560,1210000,820,1480,1050,138,1070,29,360,150,17,150,12,150,15,150,3.4,19,3.9,270,73000,1215,34,83
JER_tivf_14024,32400,7.7,11710,541,53,308,1.23,7.86,1.89,16.6,14.3,5.8,31.5,9.4,89,22.1,84,13.4,74.8,6.12,3.63,65.8,25,0.031,0.352
JER_tivf_14045,20100,21,11520,340,66.9,1053,359,777,80,280,46.1,14.95,43.6,6.36,40,8.82,27,3.99,28.8,5.65,6.72,52.7,129.1,2.539,19.47
MAR_tif_137,6680,24.92,11520,4530,602,1664,3054,11090,1491,6010,1082,147,772,120.7,774,152.5,448,68.8,452.7,58.2,40.56,6.15,11.027,232.5,24.79
MAR_tif_742,6950,5.85,12540,5820,780,2710,3000,9720,1215,4960,973,79.6,797,132.8,882,189.2,570,93.5,654,95.3,134,125,29.79,348,127.5
MAR_tif_776,6990,4.56,17030,16000,820,4310,2340,10900,1830,8290,2000,90.6,1970,380,2840,537,1690,250,1450,173,94.4,2.97,13.68,256,62.8
MAR_tif_812,8000,24.6,12880,5687,657,1853,3442,13280,1900,7810,1371,155.8,980,153.8,983,195.8,574,89.4,558,69.5,43.7,11.2,12.805,234,23.91
MAR_tif_845,3960,17.9,160600,11.9,324,529,8,14.1,1.81,8,2.09,1.53,1.73,0.368,2.61,0.64,1.86,0.319,2.94,0.569,9.45,50.6,93.8,0.73,2.74
MAR_tif_166,7930,5.93,19230,18440,933,3500,2740,12200,2089,10200,2940,105.4,2480,471,3290,647,1845,251.8,1443,158.8,140.7,1.99,12.715,315,32.7
MAR_tif_195,6780,19.71,13170,6020,700,2380,4220,15800,2146,9030,1480,161.1,1031,149,949,189.5,567,88.8,553,70.5,52.6,11.3,12.91,305,25.85
MAR_tif_218,7570,22.11,14180,7570,53000,1737,3464,13620,2126,9200,1775,172,1301,206.1,1383,273.7,795,122.8,754,97.7,1271,8.9,16.21,312,63.2
MAR_tif_234,38760,5.38,4720,5850,159,734,27.8,381,146.5,1143,857,303.1,962,153.9,894,166.1,406,42.2,216.6,28.5,5.62,58,72.24,19.55,129.1
MAR_tif_32,6470,3.43,16550,4520,742,4200,3255,8990,923,2843,433,25.19,329.8,57,432,107.2,424,88.4,753,122.6,153,37.9,83.6,425,119.1
MAR_tif_320,10200,6.04,16860,2460,1453,4470,2580,6500,630,2150,357,23.3,291,44.5,319,72,242,47.9,415,73.4,296,700,1028,888,243
MAR_tif_155,5620,27.27,10620,1293,589,929,3730,7740,835,2870,448,75.2,293,40.2,245.2,45.6,123.9,17.26,124.1,16.51,27.1,8.74,23.67,466,109
MAR_tif_339,7410,12.84,16040,9800,755,1953,3310,13130,2133,9420,2064,139.2,1592,263.8,1752,357,1014,142.2,852,98.8,62.1,1.17,9.192,215.3,25.05
